child_id,parent_id
БИОЛОГИЯ,КОЧАННАЯ КАПУСТА
БОТАНИКА,КОЧАННАЯ КАПУСТА
"ПРИНЦИПИАЛЬНЫЙ, С ТВЕРДЫМИ ПРИНЦИПАМИ",БЕСПРИНЦИПНЫЙ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,БЕСПРИНЦИПНЫЙ
ЧЕРТА ХАРАКТЕРА,БЕСПРИНЦИПНЫЙ
ФИЛОЛОГИЯ,НОВОСТНОЕ СООБЩЕНИЕ
"ЛЕГКОМЫСЛЕННЫЙ, БЕЗДУМНЫЙ","СЕРЬЕЗНЫЙ, СЕРЬЕЗНО НАСТРОЕННЫЙ"
ПСИХОЛОГИЧЕСКИЕ НАУКИ,"СЕРЬЕЗНЫЙ, СЕРЬЕЗНО НАСТРОЕННЫЙ"
ЧЕРТА ХАРАКТЕРА,"СЕРЬЕЗНЫЙ, СЕРЬЕЗНО НАСТРОЕННЫЙ"
ПРАВОВАЯ СИСТЕМА,МЕЖДУНАРОДНО-ПРАВОВОЙ ДОКУМЕНТ
ФИЛОЛОГИЯ,МЕЖДУНАРОДНО-ПРАВОВОЙ ДОКУМЕНТ
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,МЕЖДУНАРОДНО-ПРАВОВОЙ ДОКУМЕНТ
ОХОТА,ГАРПУННАЯ ОХОТА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ПАРЛАМЕНТСКАЯ ПАРТИЯ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ПАРЛАМЕНТСКАЯ ПАРТИЯ
ПОЛИТИЧЕСКАЯ ПАРТИЯ,ПАРЛАМЕНТСКАЯ ПАРТИЯ
СПОРТ,ВЕЛОСИПЕДНЫЕ ГОНКИ
СПОРТИВНАЯ ГОНКА,ВЕЛОСИПЕДНЫЕ ГОНКИ
ВЕЛОСИПЕДНЫЙ СПОРТ,ВЕЛОСИПЕДНЫЕ ГОНКИ
"ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ",ЭПОХА
РЕЛИГИЯ,РАЙ НЕБЕСНЫЙ
"ЧУВСТВО, ЭМОЦИЯ",ГОТОВНОСТЬ К ДЕЙСТВИЮ
ОБОРОНА ГОСУДАРСТВА,ВОЕННОЕ ПРИСУТСТВИЕ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ВОЕННОЕ ПРИСУТСТВИЕ
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,ВОЕННОЕ ПРИСУТСТВИЕ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ВОЕННОЕ ПРИСУТСТВИЕ
ИЗМЕРЕНИЕ,ПОВЕРОЧНЫЕ РАБОТЫ
СФЕРА СВЯЗИ,МАРШРУТИЗАТОР
НАУКА,ФИЗИЧЕСКАЯ МОДЕЛЬ
МАТЕМАТИЧЕСКИЕ НАУКИ,ФИЗИЧЕСКАЯ МОДЕЛЬ
ФИЛОЛОГИЯ,ФИЗИЧЕСКАЯ МОДЕЛЬ
МЕДИЦИНА,АБСЦЕСС
ФИЗИОЛОГИЧЕСКАЯ НАУКА,АБСЦЕСС
ФИЛОЛОГИЯ,"РАЗВОРОТ ИЗДАНИЯ, ТЕТРАДИ"
ЛИТЕРАТУРА,"РАЗВОРОТ ИЗДАНИЯ, ТЕТРАДИ"
ГИДРОМЕТЕОРОЛОГИЯ,ПОРЫВ ВЕТРА
АНТРОПОЛОГИЯ,АМХАРА
ПРОМЫШЛЕННОСТЬ,ПОЧКИ (СУБПРОДУКТЫ)
ЭКОНОМИКА,ПОЧКИ (СУБПРОДУКТЫ)
ПРОМЫШЛЕННОСТЬ,РАСТЕНИЕВОДЧЕСКАЯ ПРОДУКЦИЯ
СЕЛЬСКОЕ ХОЗЯЙСТВО,РАСТЕНИЕВОДЧЕСКАЯ ПРОДУКЦИЯ
ЭКОНОМИКА,ИЗДАТЕЛЬ
ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ИЗДАТЕЛЬ
БИОЛОГИЯ,ПАЛТУС
ЗООЛОГИЯ,ПАЛТУС
ОКЕАНОЛОГИЯ,ПАЛТУС
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ЧЛЕН ПАРТИИ
ПОЛИТИЧЕСКАЯ ПАРТИЯ,ЧЛЕН ПАРТИИ
СПОРТ,БОКСЕРСКИЙ МАТЧ
БОКС,БОКСЕРСКИЙ МАТЧ
ПРЕДМЕТ ИНТЕРЬЕРА,ЗАНАВЕСКА
"ЧУВСТВО, ЭМОЦИЯ","ВСТРЕТИТЬСЯ В ЖИЗНИ, ДЕЯТЕЛЬНОСТИ"
ГЕОЛОГИЧЕСКИЕ НАУКИ,МЕЛОВОЙ ПЕРИОД
ОТДЫХ,ШУТОВСТВО
ЭЛЕКТРОТЕХНИКА (СФЕРА ДЕЯТЕЛЬНОСТИ),ЭЛЕКТРИЧЕСТВО (ФИЗИЧЕСКОЕ ЯВЛЕНИЕ)
ЭЛЕКТРИЧЕСТВО (ФИЗИЧЕСКОЕ ЯВЛЕНИЕ),ЭЛЕКТРИЧЕСТВО (ФИЗИЧЕСКОЕ ЯВЛЕНИЕ)
ПРОМЫШЛЕННОСТЬ,ВОЕНИЗИРОВАННАЯ ОХРАНА
ЭКОНОМИКА,ВОЕНИЗИРОВАННАЯ ОХРАНА
ИСКУССТВО,ТРОМБОН
МУЗЫКАЛЬНОЕ ИСКУССТВО,ТРОМБОН
КУЛИНАРНОЕ ИСКУССТВО,ПОЛДНИК
ИГРА (РАЗВЛЕЧЕНИЕ),"БРОСОК МЯЧА, ШАЙБЫ"
СПОРТ,ДЗЮДОИСТ
СПОРТИВНАЯ БОРЬБА,ДЗЮДОИСТ
СУДОХОДСТВО,ЛОС-АНДЖЕЛЕС
ПРОМЫШЛЕННОСТЬ,ПЕЧЕНЬЕ
ЭКОНОМИКА,ПЕЧЕНЬЕ
КУЛИНАРНОЕ ИСКУССТВО,ПЕЧЕНЬЕ
МОДА,РАЗДЕТЬСЯ
ОДЕЖДА,РАЗДЕТЬСЯ
КОМПЬЮТЕР,ОПЕРАТИВНАЯ ПАМЯТЬ
ПРОМЫШЛЕННОСТЬ,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ПРАВОВАЯ СИСТЕМА,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ЭКОНОМИКА,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ФИЛОЛОГИЯ,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ФИНАНСОВАЯ СФЕРА,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
ТРУДОВЫЕ ОТНОШЕНИЯ,МИНИМАЛЬНАЯ ЗАРАБОТНАЯ ПЛАТА
СУДОХОДСТВО,ШАНХАЙ
ОТДЫХ,ФРИСТАЙЛ
СПОРТ,ФРИСТАЙЛ
ОБОРОНА ГОСУДАРСТВА,РАКЕТОНОСЕЦ
ВОЕННАЯ СЛУЖБА,РАКЕТОНОСЕЦ
ИСКУССТВО,ЧАРЛЬСТОН
ТАНЕЦ,ЧАРЛЬСТОН
ГИДРОМЕТЕОРОЛОГИЯ,КЛИМАТ
ПРОСТОРНЫЙ,"ТЕСНЫЙ, УЗКИЙ"
"ЧУВСТВО, ЭМОЦИЯ",ОЗАБОЧЕННЫЙ
"РАЗУМНЫЙ, ЗДРАВОСМЫСЛЯЩИЙ","НЕРАЗУМНЫЙ (НЕУМНЫЙ, НЕЦЕЛЕСООБРАЗНЫЙ)"
ПРОМЫШЛЕННОСТЬ,ЭКОЛОГИЧЕСКИ ЧИСТЫЕ ПРОДУКТЫ
ЭКОНОМИКА,ЭКОЛОГИЧЕСКИ ЧИСТЫЕ ПРОДУКТЫ
ЭКОЛОГИЧЕСКАЯ НАУКА,ЭКОЛОГИЧЕСКИ ЧИСТЫЕ ПРОДУКТЫ
ПРАВОВАЯ СИСТЕМА,ПРЕДПРАЗДНИЧНЫЙ ДЕНЬ
ТРУДОВЫЕ ОТНОШЕНИЯ,ПРЕДПРАЗДНИЧНЫЙ ДЕНЬ
МЕДИЦИНА,ВЫМЫВАНИЕ ИЗ ОРГАНИЗМА
ФИЗИОЛОГИЧЕСКАЯ НАУКА,ВЫМЫВАНИЕ ИЗ ОРГАНИЗМА
ИСТОРИЧЕСКИЕ НАУКИ,СТАЛИНИЗМ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,СТАЛИНИЗМ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,СТАЛИНИЗМ
ЛЕСНОЕ ХОЗЯЙСТВО,ПЕНЬ ДЕРЕВА
ПРАВОВАЯ СИСТЕМА,ПОДДЕЛКА ДОКУМЕНТОВ
ПРЕСТУПЛЕНИЕ,ПОДДЕЛКА ДОКУМЕНТОВ
ПРАВОВАЯ СИСТЕМА,АДВОКАТСКАЯ ДЕЯТЕЛЬНОСТЬ
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,ОФИЦИАЛЬНЫЙ ВИЗИТ
ПРОМЫШЛЕННОСТЬ,ЛОПАТКА (МЯСО)
СЕЛЬСКОЕ ХОЗЯЙСТВО,ЛОПАТКА (МЯСО)
ЖИВОТНОВОДСТВО,ЛОПАТКА (МЯСО)
ТРУДОВЫЕ ОТНОШЕНИЯ,СОБЕСЕДОВАНИЕ
ЭКОНОМИКА,ЭКОНОМИЧЕСКАЯ СТАГНАЦИЯ
ОБОРОНА ГОСУДАРСТВА,ПЕХОТИНЕЦ
ВООРУЖЕННЫЙ КОНФЛИКТ,ПЕХОТИНЕЦ
ВОЕННАЯ СЛУЖБА,ПЕХОТИНЕЦ
МЕДИЦИНА,ПСИХОТЕРАПИЯ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ПСИХОТЕРАПИЯ
ПСИХИАТРИЯ,ПСИХОТЕРАПИЯ
ОТДЫХ,БЕСЕДКА
МЕДИЦИНА,САМОЛЕЧЕНИЕ
"ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ",ТРЕХЛЕТНИЙ ПЕРИОД
ПРОМЫШЛЕННОСТЬ,СЕЛЬСКОХОЗЯЙСТВЕННАЯ ПРОДУКТИВНОСТЬ
СЕЛЬСКОЕ ХОЗЯЙСТВО,СЕЛЬСКОХОЗЯЙСТВЕННАЯ ПРОДУКТИВНОСТЬ
ГЕОГРАФИЧЕСКИЕ НАУКИ,ПЛОСКОГОРЬЕ
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,ПЛАТЕЖЕСПОСОБНОСТЬ
ФИНАНСОВАЯ СФЕРА,ПЛАТЕЖЕСПОСОБНОСТЬ
ЭКОНОМИКА,ПЛАТЕЖЕСПОСОБНОСТЬ
ПРАВОВАЯ СИСТЕМА,УВОЛЬНЕНИЕ С РАБОТЫ
ТРУДОВЫЕ ОТНОШЕНИЯ,УВОЛЬНЕНИЕ С РАБОТЫ
ПРОМЫШЛЕННОСТЬ,СОЧЕНЬ
ЭКОНОМИКА,СОЧЕНЬ
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,ДЕНЕЖНАЯ КУПЮРА
ФИНАНСОВАЯ СФЕРА,ДЕНЕЖНАЯ КУПЮРА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ГОСУДАРСТВЕННАЯ ВЛАСТЬ
СПОРТ,ТРЕНАЖЕР БЕГОВАЯ ДОРОЖКА
СФЕРА ОБРАЗОВАНИЯ,ТРЕНАЖЕР БЕГОВАЯ ДОРОЖКА
АНТРОПОЛОГИЯ,КОСОВАРЫ
ИСКУССТВО,КИНОЗВЕЗДА
КИНЕМАТОГРАФИЯ,КИНОЗВЕЗДА
ПРИКЛАДНЫЕ НАУКИ,ПРИКЛАДНЫЕ НАУКИ
НАУКА,ПРИКЛАДНЫЕ НАУКИ
МЕДИЦИНА,ОСТЕОПОРОЗ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,ОСТЕОПОРОЗ
РЕЛИГИЯ,РЕЛИГИОЗНЫЙ ПРОПОВЕДНИК
СПОРТ,КАПИТАН СПОРТИВНОЙ КОМАНДЫ
ИСКУССТВО,БУЛЬВАРНАЯ ЛИТЕРАТУРА
ЛИТЕРАТУРА,БУЛЬВАРНАЯ ЛИТЕРАТУРА
МЕДИЦИНА,СОЦИАЛЬНО-ОПАСНОЕ ЗАБОЛЕВАНИЕ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,СОЦИАЛЬНО-ОПАСНОЕ ЗАБОЛЕВАНИЕ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ПОЛИТКОРРЕКТНОСТЬ
ЧЕРТА ХАРАКТЕРА,ПОЛИТКОРРЕКТНОСТЬ
"ЧУВСТВО, ЭМОЦИЯ",ПОЛИТКОРРЕКТНОСТЬ
ЭКОНОМИКА,ФИНАНСОВЫЙ РЫНОК
ФИНАНСОВАЯ СФЕРА,ФИНАНСОВЫЙ РЫНОК
ЭКОНОМИКА,МЯСНИК
ТОРГОВЛЯ,МЯСНИК
ПРОМЫШЛЕННОСТЬ,МАСЛОСЕМЯ
СЕЛЬСКОЕ ХОЗЯЙСТВО,МАСЛОСЕМЯ
БОТАНИКА,МАСЛОСЕМЯ
БИОЛОГИЯ,МАСЛОСЕМЯ
ВЫСШЕЕ ОБРАЗОВАНИЕ,ФАКУЛЬТЕТ
ЖЕЛЕЗНОДОРОЖНЫЙ ТРАНСПОРТ,ГРУЗОВАЯ ПЛАТФОРМА
ГРУЗОВЫЕ ПЕРЕВОЗКИ,ГРУЗОВАЯ ПЛАТФОРМА
ПРАВОВАЯ СИСТЕМА,ГОРОДСКОЙ СУД
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ГОРОДСКОЙ СУД
ПРАВООХРАНИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ,ГОРОДСКОЙ СУД
СУДОУСТРОЙСТВО,ГОРОДСКОЙ СУД
ЭКОНОМИКА,МОНОПОЛИЗАЦИЯ
ИСКУССТВО,АЛЬТ (МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ)
МУЗЫКАЛЬНОЕ ИСКУССТВО,АЛЬТ (МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ)
ЭКОНОМИКА,ЭКОНОМИКА РЕГИОНА
"ЧУВСТВО, ЭМОЦИЯ",ПРЕКРАСНЫЙ (ОЧЕНЬ КРАСИВЫЙ)
БИОЛОГИЯ,БЫК (ПОДСЕМЕЙСТВО ЖВАЧНЫХ)
ЗООЛОГИЯ,БЫК (ПОДСЕМЕЙСТВО ЖВАЧНЫХ)
БИОЛОГИЯ,ЛЕЩ
ЗООЛОГИЯ,ЛЕЩ
БОТАНИКА,ЦВЕТЕНИЕ РАСТЕНИЯ
ЭКОНОМИКА,ТОВАРОВЕД
ТОРГОВЛЯ,ТОВАРОВЕД
БИОЛОГИЯ,КАКАО-БОБЫ
ПРОМЫШЛЕННОСТЬ,КАКАО-БОБЫ
СЕЛЬСКОЕ ХОЗЯЙСТВО,КАКАО-БОБЫ
БОТАНИКА,КАКАО-БОБЫ
ИСКУССТВО,МУЗЫКАНТ-ИСПОЛНИТЕЛЬ
МУЗЫКАЛЬНОЕ ИСКУССТВО,МУЗЫКАНТ-ИСПОЛНИТЕЛЬ
ВЫБОРЫ,ВЫБОРНЫЙ ОРГАН
НАУКА,ЗООЛОГИЯ
БИОЛОГИЯ,ЗООЛОГИЯ
ЗООЛОГИЯ,ЗООЛОГИЯ
БИОЛОГИЯ,ЖИРАФ
ЗООЛОГИЯ,ЖИРАФ
"ЦВЕТ, ОКРАСКА",КОРИЧНЕВЫЙ ЦВЕТ
УХОД ЗА ТЕЛОМ,ЗУБНАЯ ПАСТА
ЭКОНОМИКА,СПИСАНИЕ ЗАТРАТ
БУХГАЛТЕРСКИЙ УЧЕТ,СПИСАНИЕ ЗАТРАТ
ФИНАНСОВАЯ СФЕРА,СПИСАНИЕ ЗАТРАТ
ПРАВОВАЯ СИСТЕМА,ГИБКИЙ РАБОЧИЙ ГРАФИК
ФИЛОЛОГИЯ,ГИБКИЙ РАБОЧИЙ ГРАФИК
ТРУДОВЫЕ ОТНОШЕНИЯ,ГИБКИЙ РАБОЧИЙ ГРАФИК
ФИЛОЛОГИЯ,РАЗНОЧТЕНИЕ (ОДНА ИЗ РЕДАКЦИЙ ТЕКСТА)
ЭКОНОМИКА,"КОНВЕРТАЦИЯ ВАЛЮТ, ЦЕННЫХ БУМАГ"
ФИНАНСОВАЯ СФЕРА,"КОНВЕРТАЦИЯ ВАЛЮТ, ЦЕННЫХ БУМАГ"
БИОЛОГИЯ,КУНЖУТ
БОТАНИКА,КУНЖУТ
ИСКУССТВО,ПАНТОМИМА
ТЕАТРАЛЬНОЕ ИСКУССТВО,ПАНТОМИМА
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,ДИПЛОМАТИЧЕСКИЙ ДЕМАРШ
КУЛИНАРНОЕ ИСКУССТВО,ХАЛЯВА (ЧТО-Л. БЕСПЛАТНОЕ)
ГИДРОМЕТЕОРОЛОГИЯ,ЗАСУХА
СТИХИЙНОЕ БЕДСТВИЕ,ЗАСУХА
БЕДСТВИЕ,ЗАСУХА
РЕЛИГИЯ,ВЕРООТСТУПНИК
ПРАВОВАЯ СИСТЕМА,БОМБИСТ
ПРЕСТУПЛЕНИЕ,БОМБИСТ
ТЕРРОРИЗМ,БОМБИСТ
ЭКОНОМИКА,МЕЛИОРАТИВНЫЙ КАНАЛ
ИНЖЕНЕРНОЕ ДЕЛО,МЕЛИОРАТИВНЫЙ КАНАЛ
КОММУНАЛЬНОЕ ХОЗЯЙСТВО,МЕЛИОРАТИВНЫЙ КАНАЛ
ПРАВОВАЯ СИСТЕМА,АНТИКОНСТИТУЦИОННАЯ ДЕЯТЕЛЬНОСТЬ
ВООРУЖЕННЫЙ КОНФЛИКТ,ОГНЕВАЯ ПОЗИЦИЯ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,"ЗЛОПАМЯТНЫЙ (НЕ ЗАБЫВАЮЩИЙ, НЕ ПРОЩ.ОБИД)"
ЧЕРТА ХАРАКТЕРА,"ЗЛОПАМЯТНЫЙ (НЕ ЗАБЫВАЮЩИЙ, НЕ ПРОЩ.ОБИД)"
"ЧУВСТВО, ЭМОЦИЯ","ЗЛОПАМЯТНЫЙ (НЕ ЗАБЫВАЮЩИЙ, НЕ ПРОЩ.ОБИД)"
РЕЛИГИЯ,ВАХХАБИТ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ВАХХАБИТ
ИСЛАМ,ВАХХАБИТ
НАУКА,ЯДЕРНАЯ ФИЗИКА
ФИЗИКА,ЯДЕРНАЯ ФИЗИКА
ЯДЕРНАЯ ФИЗИКА,ЯДЕРНАЯ ФИЗИКА
ПРАВОВАЯ СИСТЕМА,РОБА
МОДА,РОБА
ТРУДОВЫЕ ОТНОШЕНИЯ,РОБА
ОДЕЖДА,РОБА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ЦЕНТРИСТ
БИОЛОГИЯ,ПАРУСНИК (БАБОЧКА)
ЗООЛОГИЯ,ПАРУСНИК (БАБОЧКА)
СПОРТ,ПЛОВЕЦ
ЭЛЕКТРОТЕХНИКА (СФЕРА ДЕЯТЕЛЬНОСТИ),БЫТОВОЙ ОСВЕТИТЕЛЬНЫЙ ПРИБОР
ПРЕДМЕТ ИНТЕРЬЕРА,БЫТОВОЙ ОСВЕТИТЕЛЬНЫЙ ПРИБОР
МЕДИЦИНА,СКОЛИОЗ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,СКОЛИОЗ
КУЛИНАРНОЕ ИСКУССТВО,КАСТРЮЛЯ
СЕЛЬСКОЕ ХОЗЯЙСТВО,ТЫКВА (ПЛОД)
ЧТЕНИЕ ТЕКСТА,"НЕГРАМОТНЫЙ, НЕ УМЕЮЩИЙ ЧИТАТЬ"
ИСКУССТВО,ЛЕШИЙ
МИФ (НАРОДНОЕ СКАЗАНИЕ),ЛЕШИЙ
ЛЕСНОЕ ХОЗЯЙСТВО,ЛЕШИЙ
МЕДИЦИНА,МЕДБРАТ
ЭКОНОМИКА,ПЛАТЕЖНОЕ СРЕДСТВО
ФИЛОЛОГИЯ,ПЛАТЕЖНОЕ СРЕДСТВО
ФИНАНСОВАЯ СФЕРА,ПЛАТЕЖНОЕ СРЕДСТВО
СТРОИТЕЛЬСТВО (ОТРАСЛЬ),МЕЛ
ЭКОНОМИКА,РЕНТА
ФИЛОЛОГИЯ,РЕНТА
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,РЕНТА
ФИНАНСОВАЯ СФЕРА,РЕНТА
"ЧУВСТВО, ЭМОЦИЯ",НЕУТЕШНЫЙ
АНТРОПОЛОГИЯ,ЧУКОТСКО-КАМЧАТСКИЕ НАРОДЫ
НАУКИ О ЗЕМЛЕ,ПОЛЯРНЫЙ КРУГ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ПОЛЯРНЫЙ КРУГ
ГЕОГРАФИЧЕСКИЕ НАУКИ,ПОЛЯРНЫЙ КРУГ
ПРАВОВАЯ СИСТЕМА,КАЗНЬ НА ГИЛЬОТИНЕ
ПРЕСТУПЛЕНИЕ,КАЗНЬ НА ГИЛЬОТИНЕ
СУДОУСТРОЙСТВО,КАЗНЬ НА ГИЛЬОТИНЕ
УГОЛОВНОЕ НАКАЗАНИЕ,КАЗНЬ НА ГИЛЬОТИНЕ
ЭКОНОМИКА,ВАЛЮТНЫЙ КУРС
ЦЕННАЯ БУМАГА,ВАЛЮТНЫЙ КУРС
НАУКА,ГЕОХРОНОЛОГИЯ
НАУКИ О ЗЕМЛЕ,ГЕОХРОНОЛОГИЯ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ГЕОХРОНОЛОГИЯ
МЕДИЦИНА,ДЕЗИНСЕКЦИЯ
НАУКИ О ЗЕМЛЕ,ГЕОГРАФИЧЕСКАЯ ПАРАЛЛЕЛЬ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ГЕОГРАФИЧЕСКАЯ ПАРАЛЛЕЛЬ
ГЕОГРАФИЧЕСКИЕ НАУКИ,ГЕОГРАФИЧЕСКАЯ ПАРАЛЛЕЛЬ
БИОЛОГИЯ,РЕМЕЗ
ЗООЛОГИЯ,РЕМЕЗ
БУХГАЛТЕРСКИЙ УЧЕТ,ПАССИВ БАЛАНСА
ФИНАНСОВАЯ СФЕРА,ПАССИВ БАЛАНСА
ПРОМЫШЛЕННОСТЬ,ЗАШИТЬ ДЫРУ
ПРАВОВАЯ СИСТЕМА,ДОКАЗАТЕЛЬСТВО ПО УГОЛОВНОМУ ДЕЛУ
ПРЕСТУПЛЕНИЕ,ДОКАЗАТЕЛЬСТВО ПО УГОЛОВНОМУ ДЕЛУ
СУДОУСТРОЙСТВО,ДОКАЗАТЕЛЬСТВО ПО УГОЛОВНОМУ ДЕЛУ
КОМПЬЮТЕР,ТАКТОВАЯ ЧАСТОТА
ФИЗИКА,ТАКТОВАЯ ЧАСТОТА
"САМОСТОЯТЕЛЬНОСТЬ, НЕЗАВИСИМОСТЬ",ЗАВИСИМОСТЬ (СОСТОЯНИЕ НЕСВОБОДЫ)
ВЕТЕРИНАРНАЯ ДЕЯТЕЛЬНОСТЬ,ВЕТЕРИНАРНАЯ ДЕЯТЕЛЬНОСТЬ
ЗООЛОГИЯ,ВЕТЕРИНАРНАЯ ДЕЯТЕЛЬНОСТЬ
"ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ",СТУДЕНЧЕСКАЯ СЕССИЯ
СФЕРА ОБРАЗОВАНИЯ,СТУДЕНЧЕСКАЯ СЕССИЯ
ОБОРОНА ГОСУДАРСТВА,САМОЛЕТ-ИСТРЕБИТЕЛЬ
ВОЕННАЯ СЛУЖБА,САМОЛЕТ-ИСТРЕБИТЕЛЬ
СУДОХОДСТВО,ПЛИМУТ
ИГРА (РАЗВЛЕЧЕНИЕ),РОЛЕВАЯ ИГРА
ИЗОБРАЗИТЕЛЬНОЕ ИСКУССТВО,"РЕЗЬБА, РЕЗНОЙ РИСУНОК"
ТРАНСПОРТНАЯ СФЕРА,ТРАНСПОРТНЫЙ КОНТЕЙНЕР
ГРУЗОВЫЕ ПЕРЕВОЗКИ,ТРАНСПОРТНЫЙ КОНТЕЙНЕР
ТРАНСПОРТНАЯ СФЕРА,НАЕЗД ТРАНСПОРТНОГО СРЕДСТВА
АВАРИЯ,НАЕЗД ТРАНСПОРТНОГО СРЕДСТВА
"ЧУВСТВО, ЭМОЦИЯ",ДУШЕВНОЕ СТРАДАНИЕ
БИОЛОГИЯ,РИСОВАЯ КУЛЬТУРА
БОТАНИКА,РИСОВАЯ КУЛЬТУРА
СПОРТ,ШАХМАТНАЯ ЛАДЬЯ
ШАХМАТЫ,ШАХМАТНАЯ ЛАДЬЯ
СПОРТИВНАЯ ИГРА,ШАХМАТНАЯ ЛАДЬЯ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ЖЕМЧУГ
ДОБЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ,ЖЕМЧУГ
ВЫСШЕЕ ОБРАЗОВАНИЕ,УНИВЕРСИТЕТ
ПРОМЫШЛЕННОСТЬ,ТЕРН (ПЛОД)
СЕЛЬСКОЕ ХОЗЯЙСТВО,ТЕРН (ПЛОД)
ПСИХОЛОГИЧЕСКИЕ НАУКИ,"ОТКРЫТЫЙ (ИСКРЕННИЙ, ОТКРОВЕННЫЙ)"
ЧЕРТА ХАРАКТЕРА,"ОТКРЫТЫЙ (ИСКРЕННИЙ, ОТКРОВЕННЫЙ)"
"ЧУВСТВО, ЭМОЦИЯ",ХМУРЫЙ (УГРЮМЫЙ)
ТРУДОВЫЕ ОТНОШЕНИЯ,УСЛОВИЯ ТРУДА
СПОРТ,БОКОВОЙ СУДЬЯ
ЭКОНОМИКА,"РУПИЯ, ШРИ-ЛАНКИ"
ФИЛОЛОГИЯ,"РУПИЯ, ШРИ-ЛАНКИ"
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,"РУПИЯ, ШРИ-ЛАНКИ"
ФИНАНСОВАЯ СФЕРА,"РУПИЯ, ШРИ-ЛАНКИ"
СФЕРА ОБРАЗОВАНИЯ,ОЛИМПИАДА ПО УЧЕБНЫМ ПРЕДМЕТАМ
СЕЛЬСКОЕ ХОЗЯЙСТВО,КОРНЕПЛОДНЫЕ ОВОЩИ
РЕЛИГИЯ,БУДДИСТСКАЯ СТУПА
БУДДИЗМ,БУДДИСТСКАЯ СТУПА
ЯДЕРНАЯ ФИЗИКА,ЭЛЕКТРОН
СПОРТ,ОДИНОЧНЫЙ РАЗРЯД
СПОРТИВНАЯ ИГРА,ОДИНОЧНЫЙ РАЗРЯД
МОДА,ОДЕЖДА ДЛЯ СНА
ОДЕЖДА,ОДЕЖДА ДЛЯ СНА
ТЕЛЕФОННАЯ СВЯЗЬ,ТЕЛЕФОННОЕ ОБОРУДОВАНИЕ
БИОЛОГИЯ,ГОЛОВАСТИК
ЗООЛОГИЯ,ГОЛОВАСТИК
