child_id,parent_id
ДИКАЯ ПТИЦА,ДИКОЕ ЖИВОТНОЕ
ЛОСЬ,ДИКОЕ ЖИВОТНОЕ
БИЗОН,ДИКОЕ ЖИВОТНОЕ
ЛАНЬ,ДИКОЕ ЖИВОТНОЕ
КОСУЛЯ,ДИКОЕ ЖИВОТНОЕ
ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ,ДИКОЕ ЖИВОТНОЕ
ДИКИЙ БАРАН,ДИКОЕ ЖИВОТНОЕ
БЕГЕМОТ,ДИКОЕ ЖИВОТНОЕ
ДИКАЯ СВИНЬЯ,ДИКОЕ ЖИВОТНОЕ
ОХОТНИЧЬЕ-ПРОМЫСЛОВЫЕ ЖИВОТНЫЕ,ДИКОЕ ЖИВОТНОЕ
БУРЯ ЭМОЦИЙ,БУШЕВАТЬ (ПРОИСХОДИТЬ С НЕОБЫЧАЙНОЙ СИЛОЙ)
ПРУЖИНА,СПИРАЛЬ (ВИНТООБР. ЛИНИЯ)
ТЕЛЕВИЗИОННАЯ СЕТЬ,ТЕЛЕВИЗИОННАЯ СВЯЗЬ
КОСВЕННЫЙ (НЕ НЕПОСРЕДСТВЕННЫЙ),ПОБОЧНЫЙ (ВТОРОСТЕПЕННЫЙ)
ОБЪЕХАТЬ (ОБОГНАТЬ ПРИ ЕЗДЕ),ОБОГНАТЬ ПРИ ДВИЖЕНИИ
ЭКОНОМИЧНОСТЬ,ТЕХНИКО-ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ
ЭНЕРГОЕМКОСТЬ,ТЕХНИКО-ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ
НАПОЛНЯЕМОСТЬ,ТЕХНИКО-ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ
"ЗАВЕСТИ МЕХАНИЗМ, УСТРОЙСТВО","ЗАПУСТИТЬ, ПРИВЕСТИ В ДЕЙСТВИЕ"
ЗАДУВКА ДОМЕННОЙ ПЕЧИ,"ЗАПУСТИТЬ, ПРИВЕСТИ В ДЕЙСТВИЕ"
ЗАПУСК В ПОЛЕТ,"ЗАПУСТИТЬ, ПРИВЕСТИ В ДЕЙСТВИЕ"
ОПЫТНЫЙ ОБРАЗЕЦ,ОПЫТНАЯ ПРОДУКЦИЯ
ГРУЗОВАЯ ПЛАТФОРМА,ГРУЗОВОЙ ВАГОН
ЖЕЛЕЗНОДОРОЖНАЯ ЦИСТЕРНА,ГРУЗОВОЙ ВАГОН
ВАГОНЕТКА,ГРУЗОВОЙ ВАГОН
ПОЛУВАГОН,ГРУЗОВОЙ ВАГОН
"ЛОЗУНГ, ПЛАКАТ С ПРИЗЫВОМ",ПЛАКАТ
МИРОТВОРЧЕСКАЯ ОПЕРАЦИЯ,АКЦИЯ (ДЕЙСТВИЕ)
МАССОВАЯ АКЦИЯ,АКЦИЯ (ДЕЙСТВИЕ)
АКЦИЯ ПРОТЕСТА,АКЦИЯ (ДЕЙСТВИЕ)
КУЛЬТОВОЕ СООРУЖЕНИЕ,СООРУЖЕНИЕ ОБЩЕСТВЕННОГО НАЗНАЧЕНИЯ
ОБЩЕСТВЕННОЕ ЗДАНИЕ,СООРУЖЕНИЕ ОБЩЕСТВЕННОГО НАЗНАЧЕНИЯ
ОБЪЕКТ СОЦИАЛЬНО-КУЛЬТУРНОГО НАЗНАЧЕНИЯ,СООРУЖЕНИЕ ОБЩЕСТВЕННОГО НАЗНАЧЕНИЯ
ТРАНСПОРТНОЕ СООРУЖЕНИЕ,СООРУЖЕНИЕ ОБЩЕСТВЕННОГО НАЗНАЧЕНИЯ
ФАРАОН (МОНАРХ),ЕГИПТЯНЕ
"СЧЕСАТЬ, ВЫЧЕСАТЬ",СЧИСТИТЬ
"ОТТЕРЕТЬ (ОТЧИСТИТЬ, СЧИЩАЯ, СТИРАЯ)",СЧИСТИТЬ
ЗЕНИТНО-РАКЕТНЫЙ КОМПЛЕКС,ЗЕНИТНОЕ ВООРУЖЕНИЕ
ЗЕНИТНЫЙ АРТИЛЛЕРИЙСКИЙ КОМПЛЕКС,ЗЕНИТНОЕ ВООРУЖЕНИЕ
ЗЕНИТНАЯ РАКЕТА,ЗЕНИТНОЕ ВООРУЖЕНИЕ
САНСКРИТ,МЕРТВЫЕ ЯЗЫКИ
КЛАССИЧЕСКИЕ ЯЗЫКИ,МЕРТВЫЕ ЯЗЫКИ
РАЗРУШИТЬ ФИЗИЧЕСКИ,ЛОМАТЬ (ПОВРЕЖДАТЬ)
ВЫЛОМАТЬ,ЛОМАТЬ (ПОВРЕЖДАТЬ)
СВЕРНУТЬ (СЛОМАТЬ),ЛОМАТЬ (ПОВРЕЖДАТЬ)
ОБЛОМАТЬ КРАЙ,ЛОМАТЬ (ПОВРЕЖДАТЬ)
РАЗЛОМАТЬ НА ЧАСТИ,ЛОМАТЬ (ПОВРЕЖДАТЬ)
СЛОВЕНСКИЙ ЯЗЫК,ЮЖНОСЛАВЯНСКИЕ ЯЗЫКИ
БОЛГАРСКИЙ ЯЗЫК,ЮЖНОСЛАВЯНСКИЕ ЯЗЫКИ
МАКЕДОНСКИЙ ЯЗЫК,ЮЖНОСЛАВЯНСКИЕ ЯЗЫКИ
СТИХИЙНОЕ БЕДСТВИЕ,БЕДСТВИЕ
ЭКОЛОГИЧЕСКОЕ БЕДСТВИЕ,БЕДСТВИЕ
ПОЖАР,БЕДСТВИЕ
"ЗАТОПЛЕНИЕ МЕСТНОСТИ, ПОМЕЩЕНИЯ",БЕДСТВИЕ
ПАДЕЖ СКОТА,БЕДСТВИЕ
БРОДЯЖНИЧЕСТВО,АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
ПОПРОШАЙНИЧЕСТВО,АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
ПЬЯНСТВО,АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
ПРОСТИТУЦИЯ,АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
СУТЕНЕРСТВО,АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
ИЗВРАЩЕНИЕ (ПРОТИВОЕСТЕСТВЕННОЕ ПОВЕДЕНИЕ),АНТИОБЩЕСТВЕННОЕ ЯВЛЕНИЕ
ПЛАТНЫЙ (ОПЛАЧИВАЕМЫЙ),ВОЗМЕЗДНЫЙ
ВСЕДОЗВОЛЕННОСТЬ,ПОЗВОЛИТЕЛЬНЫЙ
ГАЙКА,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
ГВОЗДЬ,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
БОЛТ,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
ВИНТ,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
ЗАКЛЕПКА (СТЕРЖЕНЬ),КРЕПЕЖНЫЕ ИЗДЕЛИЯ
КРЕПЕЖНАЯ ШАЙБА,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
ЖЕЛЕЗНОДОРОЖНЫЙ КОСТЫЛЬ,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
КРЕПЕЖНАЯ ШПИЛЬКА,КРЕПЕЖНЫЕ ИЗДЕЛИЯ
ХЛЕБЕЦ (НЕБОЛЬШОЙ ХЛЕБ),ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ
СУХАРЬ,ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ
РОГАЛИК,ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ
ХЛЕБ,ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ
ГОЛЛИВУД,КИНОСТУДИЯ
МЫЛО (ПОТ У ЛОШАДИ),ПОТ (ВЫДЕЛЕНИЕ)
МЕССИЯ,"ПОСЛАНЕЦ, ПОСЛАННИК"
СПЕЦИАЛЬНЫЙ ПОСЛАННИК,"ПОСЛАНЕЦ, ПОСЛАННИК"
ТРЕЩИНА,"ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
"ПОДВОРОТНЯ, ЩЕЛЬ ПОД ВОРОТАМИ","ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
"ТЕЧЬ (ДЫРА, ЩЕЛЬ)","ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
СВИЩ (ИЗЪЯН В ВИДЕ СКВАЖИНЫ),"ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
ЗАЗОР (ЩЕЛЬ),"ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
РАСЩЕЛИНА (ГЛУБОКАЯ ЩЕЛЬ),"ЩЕЛЬ, ЩЕЛЕВИДНОЕ ОТВЕРСТИЕ"
ПАХОТНАЯ ЗЕМЛЯ,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
ВИНОГРАДНИК,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
ПАРОВОЕ ПОЛЕ,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
КОРМОВЫЕ УГОДЬЯ,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
ПЛАНТАЦИЯ (ЗЕМЛЕВЛАДЕНИЕ),СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПОЛЕ,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
БАХЧА,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ УГОДЬЯ
ИНВЕСТИЦИОННЫЕ СРЕДСТВА,"ВКЛАД, ВЛОЖЕННЫЕ СРЕДСТВА"
БАНКОВСКИЙ ВКЛАД,"ВКЛАД, ВЛОЖЕННЫЕ СРЕДСТВА"
АЙСБЕРГ,ЛЬДИНА (ГЛЫБА ЛЬДА)
ПОДСЛУШИВАЮЩЕЕ УСТРОЙСТВО,ШПИОНСКАЯ ТЕХНИКА
СКРЫТАЯ КАМЕРА,ШПИОНСКАЯ ТЕХНИКА
СИЛОВОЕ УПРАЖНЕНИЕ,СПОРТИВНАЯ ТРЕНИРОВКА
АНАХРОНИЗМ,"УСТАРЕЛЫЙ, НЕСОВРЕМЕННЫЙ"
АРХАИЧЕСКИЙ,"УСТАРЕЛЫЙ, НЕСОВРЕМЕННЫЙ"
КОРМА,ЗАДНЯЯ ЧАСТЬ
СПИНА (ЧАСТЬ ТУЛОВИЩА),ЗАДНЯЯ ЧАСТЬ
ЯГОДИЦА,ЗАДНЯЯ ЧАСТЬ
ЗАТЫЛОК,ЗАДНЯЯ ЧАСТЬ
ХВОСТ ЛЕТАТЕЛЬНОГО АППАРАТА,ЗАДНЯЯ ЧАСТЬ
ПЯТКА (ЗАДНЯЯ ЧАСТЬ),ЗАДНЯЯ ЧАСТЬ
ЗАДНИК ОБУВИ,ЗАДНЯЯ ЧАСТЬ
ТЫЛЬНАЯ СТОРОНА,ЗАДНЯЯ ЧАСТЬ
МЕЛОДРАМА (ДРАМАТИЧЕСКОЕ ПРОИЗВЕДЕНИЕ),ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
ВЕСТЕРН,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
ОСТРОСЮЖЕТНЫЙ ФИЛЬМ,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
БЛОКБАСТЕР,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
ПОЛНОМЕТРАЖНЫЙ ФИЛЬМ,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
РИМЕЙК ФИЛЬМА,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
АРТХАУСНЫЙ ФИЛЬМ,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
ЧЕРНЫЙ ФИЛЬМ,ХУДОЖЕСТВЕННЫЙ ФИЛЬМ
"ОБМЕРЕТЬ, ОБОМЛЕТЬ",ИСПУГ
УЖАСНУТЬСЯ (ИСПУГАТЬСЯ),ИСПУГ
ДОЖДЬ,АТМОСФЕРНЫЕ ОСАДКИ
ГРАД,АТМОСФЕРНЫЕ ОСАДКИ
ТУМАН,АТМОСФЕРНЫЕ ОСАДКИ
СНЕГОПАД,АТМОСФЕРНЫЕ ОСАДКИ
ЛИВНЕВЫЕ ОСАДКИ,АТМОСФЕРНЫЕ ОСАДКИ
ПСИХОТЕРАПЕВТ,ПСИХОЛОГ
ВАЛИДОЛ,КАРДИОЛОГИЧЕСКИЙ ПРЕПАРАТ
НАСЫТИТЬСЯ (ПРОПИТАТЬСЯ В БОЛЬШОМ КОЛИЧЕСТВЕ),ПРОПИТАТЬСЯ
"СВЕСТИ, ПЕРЕВЕСТИ (КОПИРОВАТЬ ИЗОБРАЖЕНИЕ)","ПЕРЕРИСОВАТЬ, СРИСОВАТЬ"
"СОСРЕДОТОЧИТЬСЯ, СКОНЦЕНТРИРОВАТЬСЯ","НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
ВСМОТРЕТЬСЯ,"НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
ПЕРЕНАПРЯЧЬСЯ,"НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
ВСЛУШАТЬСЯ,"НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
НАПРЯЖЕННЫЙ ТРУД,"НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
"ВЫБИТЬ, ПОЛУЧИТЬ С ТРУДОМ","НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
ФИЗИЧЕСКОЕ НАПРЯЖЕНИЕ,"НАПРЯЧЬСЯ, ПРИЛОЖИТЬ УСИЛИЕ"
ГРИГОРИАНСКИЙ КАЛЕНДАРЬ,КАЛЕНДАРЬ (ЛЕТОИСЧИСЛЕНИЕ)
ПОЛИТИЧЕСКИЙ ЛИБЕРАЛИЗМ,ПРАВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ
ПРАВОЦЕНТРИЗМ,ПРАВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ
ПРАВЫЙ РАДИКАЛИЗМ,ПРАВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ
ПОЛИТИЧЕСКИЙ КОНСЕРВАТИЗМ,ПРАВАЯ ПОЛИТИЧЕСКАЯ ОРИЕНТАЦИЯ
СОИСКАНИЕ УЧЕНОЙ СТЕПЕНИ,СОИСКАНИЕ
ШВАРТОВКА,ПРИВЯЗАТЬ (ПРИКРЕПИТЬ)
ПОДВЯЗАТЬ (ПРИВЯЗАТЬ СНИЗУ ИЛИ ВОКРУГ),ПРИВЯЗАТЬ (ПРИКРЕПИТЬ)
ПРИСТЕГНУТЬ (ПРИКРЕПИТЬ),ПРИВЯЗАТЬ (ПРИКРЕПИТЬ)
ЭПИГРАФ,ЦИТАТА
СОКАМЕРНИК,СОСЕД (ЖИТЕЛЬ)
ТЕЛЯТНИК (РАБОТНИК),СКОТНИК
ДОЯРКА,СКОТНИК
ХОДАТАЙСТВОВАТЬ,ЗАСТУПИТЬСЯ
ВЫГОРОДИТЬ (ДОКАЗАТЬ НЕПРИЧАСТНОСТЬ),ЗАСТУПИТЬСЯ
НАКАЛИТЬ ОБСТАНОВКУ,"ОБОСТРИТЬ (СДЕЛАТЬ БОЛЕЕ СИЛЬНЫМ, ТЯЖЕЛЫМ)"
КАТОЛИЧЕСКИЙ СВЯЩЕННИК,КАТОЛИК
КАТОЛИЧЕСКИЙ МОНАХ,КАТОЛИК
БЕЛКА,ГРЫЗУН
МЫШЬ,ГРЫЗУН
ЗАЯЦ,ГРЫЗУН
КРОЛИК,ГРЫЗУН
КРЫСА,ГРЫЗУН
СУРОК,ГРЫЗУН
СУСЛИК,ГРЫЗУН
ХОМЯК,ГРЫЗУН
БУРУНДУК,ГРЫЗУН
БОБР,ГРЫЗУН
ДИКОБРАЗ,ГРЫЗУН
ШИНШИЛЛА,ГРЫЗУН
МОРСКАЯ СВИНКА,ГРЫЗУН
СОЦИАЛЬНЫЙ ПРИЮТ,БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ
ЦИРКОВАЯ АКРОБАТИКА,АКРОБАТИКА
ПЛАВНИК (ОБЛОМКИ),ОБЛОМОК (ОСТАТОК)
ФАНТАЗЕР,МЕЧТАТЕЛЬ
"ИДЕАЛИСТ (ТОТ, КТО ИДЕАЛИЗИРУЕТ)",МЕЧТАТЕЛЬ
ПОЛИКЛИНИКА,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКОЕ УЧРЕЖДЕНИЕ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ПСИХИАТРИЧЕСКОЕ ЛЕЧЕБНОЕ ЗАВЕДЕНИЕ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ВОЕННО-МЕДИЦИНСКОЕ УЧРЕЖДЕНИЕ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКОЕ УЧРЕЖДЕНИЕ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ОЖОГОВЫЙ ЦЕНТР,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ЛЕПРОЗОРИЙ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
СТАЦИОНАРНОЕ ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ,ЛЕЧЕБНОЕ УЧРЕЖДЕНИЕ
ОЖИРЕНИЕ,КЛИНИЧЕСКИЙ СИМПТОМ
НАСМОРК,КЛИНИЧЕСКИЙ СИМПТОМ
ПРИПАДОК,КЛИНИЧЕСКИЙ СИМПТОМ
СОСТОЯНИЕ ШОКА,КЛИНИЧЕСКИЙ СИМПТОМ
ПРИСТУП БОЛЕЗНИ,КЛИНИЧЕСКИЙ СИМПТОМ
СЫПЬ,КЛИНИЧЕСКИЙ СИМПТОМ
"БОЛЬ, БОЛЕВОЕ ОЩУЩЕНИЕ",КЛИНИЧЕСКИЙ СИМПТОМ
ПОНОС,КЛИНИЧЕСКИЙ СИМПТОМ
СУДОРОГА,КЛИНИЧЕСКИЙ СИМПТОМ
КАШЕЛЬ,КЛИНИЧЕСКИЙ СИМПТОМ
БЕССОННИЦА,КЛИНИЧЕСКИЙ СИМПТОМ
ИЗЖОГА,КЛИНИЧЕСКИЙ СИМПТОМ
ТОШНОТА,КЛИНИЧЕСКИЙ СИМПТОМ
ТЕРЯТЬ СОЗНАНИЕ,КЛИНИЧЕСКИЙ СИМПТОМ
"СВИЩ, ФИСТУЛА",КЛИНИЧЕСКИЙ СИМПТОМ
ЗАПОР КИШЕЧНИКА,КЛИНИЧЕСКИЙ СИМПТОМ
ОДЫШКА (НАРУШЕНИЕ ДЫХАНИЯ),КЛИНИЧЕСКИЙ СИМПТОМ
УДУШЬЕ,КЛИНИЧЕСКИЙ СИМПТОМ
РВОТА,КЛИНИЧЕСКИЙ СИМПТОМ
МЕТЕОРИЗМ,КЛИНИЧЕСКИЙ СИМПТОМ
ЖЕЛТУШНОСТЬ,КЛИНИЧЕСКИЙ СИМПТОМ
НАЖДАЧНАЯ БУМАГА,АБРАЗИВНЫЕ МАТЕРИАЛЫ
ЭПОХА ВОЗРОЖДЕНИЯ,СРЕДНЕВЕКОВЬЕ
ТОРГОВАЯ СЕТЬ,СЕТЬ ОРГАНИЗАЦИЙ
СЛУЖБА (СОВОКУПНОСТЬ ОРГАНИЗАЦИЙ В СФЕРЕ ДЕЯТ.),СЕТЬ ОРГАНИЗАЦИЙ
БЫСТРОЕ ПИТАНИЕ,ОБЩЕСТВЕННОЕ ПИТАНИЕ
ПОЛНЫЙ ПАНСИОН,ОБЩЕСТВЕННОЕ ПИТАНИЕ
"ИЗУЧИТЬ, ПОСТИЧЬ УЧЕНИЕМ","УЧИТЬСЯ, ОБУЧАТЬСЯ"
САМООБУЧЕНИЕ,"УЧИТЬСЯ, ОБУЧАТЬСЯ"
ЗОЛОТОЙ ЗАПАС,ЗОЛОТО
ТРАКТОР,САМОХОДНАЯ ТЕХНИКА
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КОМБАЙН,САМОХОДНАЯ ТЕХНИКА
БУЛЬДОЗЕР,САМОХОДНАЯ ТЕХНИКА
ЭКСКАВАТОР,САМОХОДНАЯ ТЕХНИКА
ВЕЗДЕХОД,САМОХОДНАЯ ТЕХНИКА
СНЕГОХОД,САМОХОДНАЯ ТЕХНИКА
ЗЕМЛЕРОЙНАЯ ТЕХНИКА,САМОХОДНАЯ ТЕХНИКА
ЭЛЕКТРОКАР,САМОХОДНАЯ ТЕХНИКА
САМОХОДНАЯ ВОЕННАЯ ТЕХНИКА,САМОХОДНАЯ ТЕХНИКА
ГУСЕНИЧНАЯ ТЕХНИКА,САМОХОДНАЯ ТЕХНИКА
ВЫСШЕЕ ТЕХНИЧЕСКОЕ ОБРАЗОВАНИЕ,ВЫСШЕЕ ОБРАЗОВАНИЕ
ВЗЛЕТЕТЬ (СТРЕМИТЕЛЬНО ПОДНЯТЬСЯ),МЧАТЬСЯ
ВЫДАЧА КНИГ НА ДОМ,БИБЛИОТЕЧНОЕ ОБСЛУЖИВАНИЕ
АВАРИЯ ЯДЕРНОГО РЕАКТОРА,РАДИАЦИОННАЯ АВАРИЯ
НАТЯНУТЬ (ВЫТЯГИВАЯ ТУГО ЗАКРЕПИТЬ),ВЫТЯНУТЬ В ОДНУ ЛИНИЮ
МАГНИТОЛА,РАДИОПРИЕМНИК
ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ФИНАНСОВЫЙ ПОКАЗАТЕЛЬ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ИНДЕКС (ПОКАЗАТЕЛЬ),ПОКАЗАТЕЛЬ (ДАННЫЕ)
РЕЙТИНГ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
РЕКОРД,ПОКАЗАТЕЛЬ (ДАННЫЕ)
НОРМАТИВ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
НЕРВНО-МЫШЕЧНЫЙ ТОНУС,ПОКАЗАТЕЛЬ (ДАННЫЕ)
СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ФИНАНСОВЫЕ РЕЗУЛЬТАТЫ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
СТАТИСТИЧЕСКИЙ ПОКАЗАТЕЛЬ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ПРОЦЕНТНОЕ ОТНОШЕНИЕ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ПИЩЕВАЯ ЦЕННОСТЬ,ПОКАЗАТЕЛЬ (ДАННЫЕ)
ПРОИЗВОДИТЕЛЬНОСТЬ (ПОКАЗАТЕЛЬ),ПОКАЗАТЕЛЬ (ДАННЫЕ)
ЗАВИНТИТЬ,ПРИВИНТИТЬ
ЛЕТНИЕ КАНИКУЛЫ,КАНИКУЛЫ
ЭЛАСТИЧНОСТЬ МАТЕРИАЛА,ГИБКИЙ (УПРУГИЙ)
ПЕРВИЧНАЯ ПАРТИЙНАЯ ОРГАНИЗАЦИЯ,ПЕРВИЧНАЯ ОРГАНИЗАЦИЯ
ДОЛГОЖДАННЫЙ,ЖЕЛАТЕЛЬНЫЙ (НУЖНЫЙ)
ПРЕДПОЧТИТЕЛЬНЫЙ (ЖЕЛАТЕЛЬНЫЙ),ЖЕЛАТЕЛЬНЫЙ (НУЖНЫЙ)
ОСКОЛКИ ВЗРЫВА,ОСКОЛОК (ОТКОЛОВШИЙСЯ КУСОК)
БОЙ (БИТЫЙ МАТЕРИАЛ),ОСКОЛОК (ОТКОЛОВШИЙСЯ КУСОК)
ПРАВО СОБСТВЕННОСТИ,ВЕЩНОЕ ПРАВО
ИСПОЛНИТЕЛЬСКОЕ ИСКУССТВО,ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ИГРАТЬ (ИСПОЛНЯТЬ),ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ТАНЦЕВАТЬ,ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ЧИТАТЬ (ИСПОЛНЯТЬ),ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ИМПРОВИЗИРОВАТЬ,ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ВЫСТУПИТЬ (ИСПОЛНИТЬ),ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
РЕПЕТИЦИЯ (ПРЕДВАРИТЕЛЬНОЕ ИСПОЛНЕНИЕ),ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
НАСВИСТЫВАТЬ МЕЛОДИЮ,ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
"ПЕРЕИГРАТЬ, НЕНАТУРАЛЬНО СЫГРАТЬ",ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ИНТЕРПРЕТАЦИЯ (ИСПОЛНЕНИЕ),ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
МУЗЫКАЛЬНОЕ ИСПОЛНЕНИЕ,ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ФОРСИРОВАТЬ ПРЕГРАДУ,ПЕРЕЙТИ НА ДРУГУЮ СТОРОНУ
ПАСЬЯНС,КАРТОЧНАЯ ИГРА
ВИНТ (КАРТОЧНАЯ ИГРА),КАРТОЧНАЯ ИГРА
ПОКЕР,КАРТОЧНАЯ ИГРА
БОСТОН (КАРТОЧНАЯ ИГРА),КАРТОЧНАЯ ИГРА
БРИДЖ,КАРТОЧНАЯ ИГРА
ШКОЛЬНЫЙ УРОК,УЧЕБНЫЙ ЧАС
ИНФЛЯЦИЯ,ПОВЫШЕНИЕ ЦЕН
ПОВЫШАТЕЛЬНЫЙ ТРЕНД,ПОВЫШЕНИЕ ЦЕН
ВЫПИСАТЬ ИЗ ТЕКСТА,ПЕРЕПИСАТЬ (КОПИРОВАТЬ)
СПИСАТЬ (ПЕРЕПИСАТЬ),ПЕРЕПИСАТЬ (КОПИРОВАТЬ)
КОНТРАБАНДА,ТАМОЖЕННОЕ ПРЕСТУПЛЕНИЕ
"УТОПИЯ, НЕСБЫТОЧНАЯ МЕЧТА",МЕЧТА
КАНОНАДА,ОГНЕВОЙ УДАР
ПОДПИСКА НА ПЕРИОДИЧЕСКИЕ ИЗДАНИЯ,ВЫПИСАТЬ (ЗАКАЗАТЬ)
"ОБЕЗГЛАВИТЬ, ОТРУБИТЬ ГОЛОВУ",ОТРУБИТЬ (ОТДЕЛИТЬ)
ФЛЕЙТА,ДЕРЕВЯННЫЙ ДУХОВОЙ ИНСТРУМЕНТ
КЛАРНЕТ,ДЕРЕВЯННЫЙ ДУХОВОЙ ИНСТРУМЕНТ
ФАГОТ,ДЕРЕВЯННЫЙ ДУХОВОЙ ИНСТРУМЕНТ
ГОБОЙ,ДЕРЕВЯННЫЙ ДУХОВОЙ ИНСТРУМЕНТ
ДОЛГОВЯЗЫЙ,НЕСКЛАДНО СЛОЖЕННЫЙ
ВЫПЬ,ЦАПЛЯ
ПРОКЛАМАЦИЯ,АГИТАЦИОННЫЕ ПЕЧАТНЫЕ МАТЕРИАЛЫ
